Start Time:  10-04-2024 11:04:26          Time Completed:  10-04-2024 11:54:39      Elapsed Time:  00:50:12
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\Laurico1.txt
Plot File:     C:\IDEASVSM\LS_QC\Laurico1.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\Laurico1.dat

***DATA***

Field(G)	 Moment(emu)	
 19000.8 	-0.00292516 	
 17997.9 	-0.00277018 	
 16998.9 	-0.00260425 	
 15998 	-0.00244996 	
 15000 	-0.00229122 	
 14000 	-0.00213184 	
 13000 	-0.0019728 	
 12000 	-0.00181361 	
 11000 	-0.0016552 	
 10000 	-0.00149639 	
 9000.01 	-0.00133881 	
 8000.03 	-0.00117885 	
 7000.02 	-0.00102135 	
 6000.08 	-0.000863933 	
 4999.97 	-0.000705089 	
 3999.97 	-0.000546865 	
 3000 	-0.000388026 	
 1999.96 	-0.000233367 	
 999.986 	-0.0000851243 	
 950.008 	-0.0000782043 	
 899.961 	-0.0000714446 	
 849.978 	-0.0000643803 	
 799.994 	-0.0000576011 	
 749.988 	-0.0000511418 	
 700.007 	-0.0000447868 	
 650.009 	-0.0000385884 	
 599.991 	-0.0000325538 	
 550 	-0.0000266448 	
 500.007 	-0.0000209277 	
 450.003 	-0.0000157226 	
 400 	-0.0000107439 	
 350.016 	-0.00000472605 	
 299.999 	-0.00000109198 	
 249.994 	 0.00000268275 	
 199.996 	 0.00000582166 	
 189.999 	 0.00000691191 	
 180.003 	 0.00000668006 	
 170.001 	 0.00000709316 	
 159.994 	 0.00000741269 	
 150.004 	 0.00000725017 	
 139.999 	 0.00000832187 	
 129.996 	 0.00000854673 	
 119.997 	 0.00000835485 	
 109.994 	 0.00000787423 	
 99.9936 	 0.00000862559 	
 89.9963 	 0.00000860504 	
 79.998 	 0.00000850812 	
 69.997 	 0.00000765789 	
 59.999 	 0.00000752269 	
 49.9976 	 0.00000717473 	
 39.9986 	 0.00000604531 	
 29.9991 	 0.00000483081 	
 19.9955 	 0.00000398676 	
 18.0002 	 0.00000347552 	
 15.9996 	 0.00000342082 	
 14.0052 	 0.00000346248 	
 12.0011 	 0.00000259333 	
 10.0055 	 0.00000217679 	
 7.99793 	 0.00000222751 	
 5.99781 	 0.00000238606 	
 4.00291 	 0.00000143741 	
 1.99438 	 0.00000131384 	
-0.00922508 	 0.000000801992 	
-2.00185 	 0.000000186727 	
-4.00259 	-0.000000623554 	
-5.9983 	-0.000000830156 	
-8.00414 	-0.00000105315 	
-9.99832 	-0.000000667758 	
-12.0036 	-0.00000110442 	
-14.002 	-0.00000228609 	
-15.9907 	-0.0000018517 	
-17.9994 	-0.0000032438 	
-20.0019 	-0.00000298428 	
-29.991 	-0.00000391405 	
-40.0075 	-0.00000464459 	
-49.9982 	-0.00000594784 	
-60.003 	-0.0000067837 	
-70.0014 	-0.0000070191 	
-80.005 	-0.00000749921 	
-89.9986 	-0.00000741788 	
-100.001 	-0.00000740813 	
-109.994 	-0.00000760698 	
-119.997 	-0.00000699155 	
-130 	-0.00000761392 	
-139.993 	-0.00000734877 	
-150.004 	-0.00000690674 	
-159.999 	-0.00000694923 	
-169.997 	-0.00000600578 	
-179.999 	-0.00000603464 	
-190.005 	-0.00000490047 	
-199.999 	-0.00000531062 	
-250.007 	-0.00000163315 	
-300.004 	 0.00000126457 	
-350.002 	 0.00000617138 	
-400.002 	 0.0000107852 	
-450.009 	 0.0000154736 	
-499.997 	 0.0000207678 	
-549.997 	 0.0000266334 	
-600.007 	 0.0000329929 	
-650.007 	 0.0000393083 	
-700.005 	 0.0000451939 	
-749.997 	 0.0000515766 	
-799.998 	 0.000057398 	
-850.002 	 0.0000640008 	
