Start Time:  20-05-2024 14:09:55          Time Completed:  20-05-2024 14:28:35      Elapsed Time:  00:18:39
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.exp
Data File:     C:\IDEASVSM\LS_QC\R_315a.txt
Plot File:     C:\IDEASVSM\LS_QC\R_315a.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.stp
VSM Data File: C:\IDEASVSM\LS_QC\R_315a.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.89226 	
 18000 	 0.891461 	
 17000 	 0.890419 	
 16000 	 0.888732 	
 15000 	 0.886754 	
 14000 	 0.884495 	
 13000 	 0.882027 	
 12000 	 0.879251 	
 11000 	 0.876077 	
 10000 	 0.872382 	
 8999.99 	 0.868059 	
 8000.01 	 0.862829 	
 7000 	 0.85661 	
 6000 	 0.848979 	
 4999.99 	 0.839367 	
 4000 	 0.823748 	
 3000.02 	 0.799927 	
 2000 	 0.757488 	
 999.997 	 0.654372 	
 949.998 	 0.645257 	
 899.996 	 0.635469 	
 849.998 	 0.624923 	
 800.001 	 0.613529 	
 749.995 	 0.601173 	
 699.993 	 0.587597 	
 649.998 	 0.572754 	
 599.995 	 0.556468 	
 549.998 	 0.538541 	
 499.991 	 0.518768 	
 450.001 	 0.496712 	
 399.99 	 0.471823 	
 350.003 	 0.443318 	
 300.004 	 0.411053 	
 250.003 	 0.373733 	
 199.995 	 0.329769 	
 180.004 	 0.3098 	
 159.99 	 0.288248 	
 140.004 	 0.264851 	
 119.999 	 0.239268 	
 99.994 	 0.211139 	
 79.9977 	 0.179904 	
 59.9969 	 0.14481 	
 40.0015 	 0.104773 	
 20.0038 	 0.0579762 	
 19.0007 	 0.0554413 	
 18.0013 	 0.0528302 	
 16.9981 	 0.0502135 	
 15.9998 	 0.0475784 	
 14.9957 	 0.0448757 	
 14.0019 	 0.0421673 	
 13.0399 	 0.0395466 	
 12.0009 	 0.0367037 	
 10.9978 	 0.0339405 	
 9.99713 	 0.0310586 	
 8.99717 	 0.0282087 	
 8.00252 	 0.0253267 	
 6.99407 	 0.0224457 	
 5.99851 	 0.0194592 	
 5.00057 	 0.0165016 	
 3.99285 	 0.0134754 	
 2.99836 	 0.0103668 	
 2.00499 	 0.00723906 	
 0.997544 	 0.0040522 	
 0.00509647 	 0.000769075 	
-0.997728 	-0.00252474 	
-2.00713 	-0.00581503 	
-2.99862 	-0.00898268 	
-3.99616 	-0.0120439 	
-5.00248 	-0.0150621 	
-5.99713 	-0.0180354 	
-6.99235 	-0.0210298 	
-8.00087 	-0.023953 	
-8.99369 	-0.0268325 	
-10.0024 	-0.029677 	
-11.0002 	-0.0324851 	
-12.0001 	-0.0351629 	
-12.9962 	-0.0379471 	
-14.0052 	-0.0406774 	
-15.0007 	-0.0433041 	
-16.0018 	-0.0459732 	
-16.9996 	-0.0486032 	
-18.0019 	-0.0512152 	
-18.9966 	-0.0537613 	
-20.0051 	-0.056347 	

	
	
