Start Time:  17-05-2024 14:42:12          Time Completed:  17-05-2024 14:59:26      Elapsed Time:  00:17:13
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.exp
Data File:     C:\IDEASVSM\LS_QC\R_135.txt
Plot File:     C:\IDEASVSM\LS_QC\R_135.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.stp
VSM Data File: C:\IDEASVSM\LS_QC\R_135.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.899954 	
 18000 	 0.899157 	
 17000 	 0.898033 	
 16000 	 0.896481 	
 15000 	 0.894539 	
 14000 	 0.892335 	
 13000 	 0.889885 	
 12000 	 0.887132 	
 11000 	 0.883974 	
 10000 	 0.880311 	
 9000.01 	 0.876026 	
 8000.02 	 0.870846 	
 6999.99 	 0.864653 	
 6000 	 0.857037 	
 5000 	 0.847444 	
 3999.98 	 0.831811 	
 3000.11 	 0.80795 	
 1999.99 	 0.765412 	
 999.989 	 0.661845 	
 949.99 	 0.65267 	
 899.991 	 0.642812 	
 850 	 0.632193 	
 799.999 	 0.620723 	
 749.988 	 0.608272 	
 699.995 	 0.594583 	
 650.002 	 0.579632 	
 599.993 	 0.563215 	
 550.001 	 0.545131 	
 499.992 	 0.525187 	
 449.989 	 0.502931 	
 399.995 	 0.477816 	
 350.011 	 0.449023 	
 299.999 	 0.416449 	
 249.997 	 0.37874 	
 200.001 	 0.334245 	
 179.993 	 0.3141 	
 159.993 	 0.292313 	
 140.004 	 0.268602 	
 120.002 	 0.242714 	
 100.004 	 0.21423 	
 79.9987 	 0.182556 	
 59.9947 	 0.147012 	
 40.0067 	 0.106395 	
 19.9959 	 0.0589842 	
 19.0023 	 0.0563821 	
 17.9912 	 0.0537761 	
 16.9956 	 0.0511158 	
 15.9951 	 0.0483988 	
 14.995 	 0.0457377 	
 13.9976 	 0.042972 	
 12.9999 	 0.0402039 	
 11.9945 	 0.0374082 	
 11.0054 	 0.0345756 	
 9.99999 	 0.0317365 	
 8.99487 	 0.0288124 	
 7.9928 	 0.0258777 	
 7.00674 	 0.0229358 	
 5.99909 	 0.0199532 	
 5.00021 	 0.016895 	
 4.00057 	 0.0138475 	
 2.99418 	 0.0107443 	
 2.00456 	 0.00750245 	
 1.01067 	 0.00424106 	
 0.00636586 	 0.00095866 	
-1.00143 	-0.00240861 	
-1.99283 	-0.00571269 	
-3.00128 	-0.00893022 	
-4.00677 	-0.012036 	
-4.98956 	-0.0151455 	
-5.99887 	-0.0182524 	
-7.00116 	-0.0211898 	
-8.00694 	-0.0242037 	
-9.00386 	-0.0270485 	
-10.0011 	-0.0299262 	
-10.9935 	-0.0327756 	
-11.993 	-0.0356335 	
-12.9982 	-0.0383974 	
-14.0053 	-0.0411572 	
-15.0005 	-0.0438814 	
-16.0036 	-0.0465698 	
-17.0073 	-0.0492696 	
-17.9913 	-0.0518869 	
-18.994 	-0.0545129 	
-19.9976 	-0.0571211 	

	
	
