Start Time:  07-05-2024 13:22:06          Time Completed:  07-05-2024 13:40:08      Elapsed Time:  00:18:01
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.exp
Data File:     C:\IDEASVSM\LS_QC\80_P1_60.txt
Plot File:     C:\IDEASVSM\LS_QC\80_P1_60.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.stp
VSM Data File: C:\IDEASVSM\LS_QC\80_P1_60.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.839946 	
 18000 	 0.840263 	
 17000 	 0.838846 	
 15999.8 	 0.838586 	
 14999.8 	 0.834958 	
 14000.1 	 0.833428 	
 13000 	 0.831456 	
 12000 	 0.828643 	
 11000 	 0.825528 	
 10000 	 0.822602 	
 9000.03 	 0.818302 	
 8000 	 0.812246 	
 6999.97 	 0.808406 	
 6000 	 0.801111 	
 5000 	 0.791471 	
 4000 	 0.777575 	
 3000.16 	 0.756633 	
 1999.99 	 0.719866 	
 999.99 	 0.635795 	
 949.994 	 0.627257 	
 900.001 	 0.621502 	
 849.999 	 0.612682 	
 799.963 	 0.603573 	
 749.977 	 0.593913 	
 699.998 	 0.583194 	
 649.995 	 0.571088 	
 600.023 	 0.558668 	
 550 	 0.544359 	
 500.003 	 0.528811 	
 449.991 	 0.511507 	
 399.995 	 0.491052 	
 350.038 	 0.46866 	
 300 	 0.441386 	
 250.005 	 0.409844 	
 199.999 	 0.372753 	
 179.992 	 0.355612 	
 159.994 	 0.335742 	
 139.998 	 0.314535 	
 119.991 	 0.290656 	
 100.002 	 0.263397 	
 80.002 	 0.232347 	
 60.0048 	 0.195643 	
 39.9999 	 0.150631 	
 19.9907 	 0.0925294 	
 18.993 	 0.0890927 	
 17.9989 	 0.0854666 	
 16.9968 	 0.0816823 	
 16.0018 	 0.0782714 	
 15.004 	 0.0745172 	
 13.9969 	 0.0706757 	
 13.0027 	 0.0670495 	
 12.0005 	 0.0629122 	
 10.9886 	 0.058739 	
 9.99631 	 0.0545955 	
 9.00168 	 0.050289 	
 7.99604 	 0.0459544 	
 6.99478 	 0.0412541 	
 5.99806 	 0.0366774 	
 5.00067 	 0.0316512 	
 4.00866 	 0.0265392 	
 2.98932 	 0.0211036 	
 2.00202 	 0.0154216 	
 1.00309 	 0.00910628 	
-0.00518632 	 0.00215186 	
-1.00813 	-0.00550422 	
-2.00669 	-0.0119858 	
-3.00273 	-0.0179349 	
-4.00087 	-0.0236189 	
-5.00302 	-0.0287416 	
-5.99525 	-0.0335885 	
-7.00266 	-0.038467 	
-8.00006 	-0.0431286 	
-8.99156 	-0.0475855 	
-10.0069 	-0.0518728 	
-11.0027 	-0.0560059 	
-12.0048 	-0.0601176 	
-13.0011 	-0.0678538 	
-14.0036 	-0.0677141 	
-15.0049 	-0.0715822 	
-15.9973 	-0.0752818 	
-16.9961 	-0.0789572 	
-17.9989 	-0.0824937 	
-18.9983 	-0.0859262 	
-19.994 	-0.0893428 	

	
	
