Start Time:  07-05-2024 17:41:29          Time Completed:  07-05-2024 17:58:21      Elapsed Time:  00:16:51
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.exp
Data File:     C:\IDEASVSM\LS_QC\80_P1_210.txt
Plot File:     C:\IDEASVSM\LS_QC\80_P1_210.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.stp
VSM Data File: C:\IDEASVSM\LS_QC\80_P1_210.dat

***DATA***

Field(G)	 Moment(emu)	
 18998.2 	 0.82266 	
 17999.6 	 0.822643 	
 17000.1 	 0.821506 	
 15999.9 	 0.820519 	
 15000 	 0.818698 	
 13999.8 	 0.81851 	
 12999.9 	 0.813567 	
 12000.1 	 0.813076 	
 11000 	 0.809108 	
 10000 	 0.804415 	
 8999.95 	 0.800473 	
 7999.98 	 0.797776 	
 7000.06 	 0.791223 	
 6000 	 0.784442 	
 5000 	 0.774651 	
 3999.99 	 0.759962 	
 3000.04 	 0.736952 	
 1999.99 	 0.698536 	
 999.983 	 0.608306 	
 950.002 	 0.600723 	
 899.997 	 0.591881 	
 850 	 0.583141 	
 800.008 	 0.573378 	
 749.995 	 0.563126 	
 700.012 	 0.551576 	
 650.017 	 0.53864 	
 599.99 	 0.524635 	
 549.994 	 0.510137 	
 500.017 	 0.490888 	
 449.99 	 0.474417 	
 400.001 	 0.453203 	
 349.995 	 0.42956 	
 300 	 0.401246 	
 249.998 	 0.369805 	
 200 	 0.330143 	
 180.004 	 0.312034 	
 159.999 	 0.293897 	
 140 	 0.271506 	
 119.997 	 0.248471 	
 100.003 	 0.222243 	
 80.0001 	 0.192944 	
 59.9972 	 0.158792 	
 39.9979 	 0.118942 	
 20.0062 	 0.0696453 	
 19.0005 	 0.0668949 	
 17.9938 	 0.0639413 	
 16.9929 	 0.0611989 	
 15.9996 	 0.058235 	
 14.9988 	 0.0551953 	
 13.9942 	 0.0522188 	
 13.003 	 0.0491549 	
 11.9975 	 0.0460083 	
 10.9955 	 0.0428957 	
 9.9985 	 0.0395879 	
 8.99667 	 0.0363688 	
 7.99683 	 0.032941 	
 6.98518 	 0.0293107 	
 6.00678 	 0.0258314 	
 5.00387 	 0.0221796 	
 4.00235 	 0.0183143 	
 2.99861 	 0.0144217 	
 1.99525 	 0.0103778 	
 1.00522 	 0.00601424 	
-0.00870769 	 0.00132626 	
-1.0035 	-0.00360785 	
-2.00164 	-0.00818229 	
-2.99224 	-0.0123522 	
-3.99786 	-0.016321 	
-5.00009 	-0.0201978 	
-6.00017 	-0.0237069 	
-7.00502 	-0.0274199 	
-8.00262 	-0.0308745 	
-9.00156 	-0.0342299 	
-10.0094 	-0.0376382 	
-11.0071 	-0.0408401 	
-12.002 	-0.0440034 	
-13.0003 	-0.0471354 	
-14.0023 	-0.0502044 	
-14.9979 	-0.0531763 	
-15.9988 	-0.0560791 	
-17.006 	-0.0590137 	
-17.9969 	-0.0617874 	
-19.0095 	-0.0647047 	
-20.0094 	-0.0675684 	

	
	
